0,3.05803,4.49611,7.79103
18,3.15853,4.45544,7.88196
29,3.19203,4.44826,7.92503
38,3.18963,4.47936,7.92503
49,3.18724,4.48894,7.88914
58,3.18485,4.52004,7.89871
69,3.20399,4.53679,7.86281
78,3.22074,4.46501,7.78385
90,3.12024,4.44108,7.83649
98,3.09153,4.42911,7.87239
109,3.14656,4.45544,7.86999
118,3.16331,4.44826,7.9681
129,3.22553,4.44586,7.98246
140,3.37388,4.45304,8.00399
149,3.43609,4.4674,7.97049
159,3.43131,4.45065,7.88435
169,3.34038,4.42433,7.84128
178,3.27099,4.40758,7.79821
189,3.12503,4.49133,7.67857
198,3.10349,4.52004,7.70967
209,3.09631,4.40997,7.89392
218,3.1322,4.46022,7.95613
229,3.18006,4.39322,8.08774
238,3.19442,4.34537,8.1667
249,3.25663,4.35015,8.11167
258,3.22074,4.3334,8.01596
269,3.2686,4.3669,7.85803
278,3.24945,4.39083,7.87717
289,3.2016,4.36451,7.82214
298,3.14895,4.25922,7.87956
309,3.12742,4.2329,8.01835
318,3.16092,4.11326,8.11885
329,3.29492,4.1324,8.22652
338,3.41456,4.18505,8.21456
350,3.53659,4.2329,8.0997
358,3.5342,4.2664,8.03749
370,3.44566,4.2353,8.1021
378,3.37149,4.07019,8.02792
389,3.27338,4.04148,8.0016
400,3.25424,3.97209,8.07099
409,3.3021,3.89791,8.02792
418,3.32602,4.03669,8.0997
430,3.44088,3.99841,7.9346
438,3.59402,4.11326,7.7025
449,3.57009,4.13001,7.75514
458,3.46481,3.93619,7.87717
469,3.34277,3.85005,7.98006
478,3.22792,3.75673,8.05903
490,3.29492,3.70888,8.07099
498,3.35713,3.71605,7.87717
510,3.50788,3.77587,7.87239
519,3.79741,3.7687,7.81496
530,3.77587,3.86919,7.82932
538,3.74237,3.82373,8.00878
550,3.7352,3.85244,8.33181
559,3.73041,3.7998,8.50648
570,3.6993,3.78305,8.79602
578,3.67777,3.7328,8.82473
590,3.77348,3.65145,8.61177
599,3.91466,3.64188,8.17388
610,4.08455,3.6347,7.92024
618,4.38604,3.48634,7.75035
630,4.29272,3.59163,7.57568
639,4.2329,3.59402,7.69532
650,4.02233,3.70888,7.9346
659,3.82612,3.77587,8.33181
670,3.81655,3.83809,8.56391
679,3.78545,3.7687,8.77687
690,3.91226,3.61795,8.68834
699,4.04626,3.60838,8.33181
710,4.22333,3.51984,8.01117
719,4.1348,3.46959,7.96571
730,4.36451,3.39781,7.95135
739,4.31426,3.57966,7.81496
750,4.21376,3.82852,8.11885
759,4.13958,3.91226,8.35813
770,4.01994,3.90987,8.32702
779,3.96491,3.91226,8.14517
790,4.09173,3.73998,8.08295
799,4.15633,3.62752,8.08056
810,4.29751,3.60359,8.09731
819,4.2353,3.75673,8.00638
830,4.27597,3.83091,7.87956
839,4.29512,4.03191,7.68575
850,4.34297,4.1324,7.5015
859,4.34776,4.15873,7.43211
870,4.35733,4.19462,7.44646
879,4.32383,4.1659,7.5996
890,4.35494,4.10848,7.42732
899,4.28315,4.10848,7.75753
910,4.42433,4.10608,8.14278
919,4.46261,4.07498,8.11406
930,4.44347,4.14437,8.07099
939,4.48654,4.2688,8.05185
950,4.46979,4.30708,7.93699
959,4.46261,4.2999,7.73839
971,4.44826,4.24008,7.69532
979,4.51526,4.3334,7.71446
990,4.36929,4.46979,7.70728
999,4.30469,4.54158,7.82214
1010,4.08933,4.71386,7.91785
1019,4.1659,4.62533,7.95135
1030,4.07258,4.90529,7.84607
1039,4.05823,5.1996,7.93939
1050,3.96012,5.69252,8.17388
1059,3.84766,6.04188,8.11885
1070,3.64905,6.32184,8.01117
1079,3.49113,6.50848,8.00638
1090,3.44088,6.56351,8.03031
1099,3.37149,6.61615,8.02313
1110,3.25424,6.57787,7.98006
1119,3.09631,6.49412,7.8006
1130,3.07956,6.33859,7.5685
1139,3.0341,6.52762,7.18804
1151,2.93121,7.07558,7.03729
1159,2.90249,7.68096,7.04447
1173,2.80917,8.17388,7.1354
1179,2.67518,8.62373,7.12583
1191,2.54118,8.89651,6.81954
1199,2.54357,9.03291,6.30748
1210,2.65364,9.35594,5.84327
1219,2.67518,9.77947,5.38385
1230,2.61296,10.2269,5.05843
1239,2.56271,10.6624,4.7665
1250,2.30668,10.8921,4.60858
1260,2.1009,11.0166,4.6684
1270,2.04826,11.208,4.57747
1279,1.98844,11.3922,4.59901
1290,1.96211,11.3755,4.55354
1299,1.95494,11.2439,4.56311
1310,2.0674,11.2223,4.29512
1319,1.99083,11.1601,4.07498
1331,1.91904,11.1721,3.77348
1339,1.85922,11.2439,3.38824
1350,1.7659,11.342,2.93121
1359,1.80419,11.3827,2.467
1371,2.02672,11.3994,2.12483
1379,2.2325,11.8086,1.76351
1390,2.20618,12.0885,1.62712
1400,2.00519,12.3829,1.52901
1410,1.7324,12.5336,1.54576
1419,1.47398,12.6317,1.50269
1430,1.32323,12.5336,1.33998
1439,1.39502,12.1771,1.30887
1450,1.4668,11.7966,1.09591
1459,1.68694,11.409,0.808774
1471,1.81855,11.1147,0.540778
1479,1.78265,10.9065,0.191426
1490,1.73719,10.7701,0.00957129
1500,1.78983,10.459,0.22014
1511,1.65823,9.72204,0.416351
1519,1.50509,9.37986,0.342174
1531,1.48834,9.13101,0.385244
1540,1.41894,8.84866,0.433101
1551,1.37109,8.74337,0.16989
1559,1.36869,8.84387,-0.306281
1571,1.45484,8.90609,-1.09591
1579,1.73001,9.08555,-1.81137
1591,1.94297,9.19322,-2.18225
1600,2.0339,8.98983,-2.32822
1611,1.8018,8.7362,-2.28036
1620,1.54098,8.47299,-2.1679
1631,1.31127,8.25284,-1.87837
1640,1.2347,8.02313,-1.16052
1651,1.30409,7.75992,-0.79681
1660,1.35912,8.04945,-1.17966
1671,1.57687,8.50409,-1.44287
1680,2.05783,8.84387,-1.81376
1691,2.59861,8.98983,-2.47418
1700,2.90728,8.67638,-2.7015
1711,3.02692,7.87478,-2.72543
1720,2.81157,7.06122,-2.7996
1731,2.67278,6.53241,-2.66321
1740,2.46221,6.24766,-2.40957
1751,2.37129,6.41037,-2.39282
1760,2.57228,6.85783,-2.50289
1771,2.88335,7.07558,-2.84267
1780,3.43849,7.31964,-2.95753
1791,3.87398,6.99183,-3.01256
1800,4.08694,6.6664,-3.20399
1811,4.20658,6.12802,-3.22074
1820,4.34776,5.91745,-3.39781
1831,4.7665,5.69731,-3.18485
1840,4.95554,5.08236,-2.74935
1851,4.86461,4.69233,-2.47657
1860,4.65404,4.39801,-2.43829
1871,4.89572,4.35254,-2.80439
1880,5.47956,4.16351,-3.45524
1891,6.25005,4.31187,-4.29033
1900,6.83151,3.82134,-4.13001
1911,6.64487,3.37388,-4.26162
1920,6.37209,3.1322,-3.8668
1932,6.15434,2.89053,-3.81895
1940,6.39362,3.01974,-3.7998
1951,7.05883,2.87139,-3.49352
1960,7.25982,2.6656,-3.22074
1971,6.97986,2.50768,-3.12981
1980,6.59701,2.47657,-3.51745
1991,7.07558,2.668,-3.79502
2000,7.56132,2.34018,-3.32124
2011,7.51346,2.0004,-2.78525
2020,7.57328,1.78983,-2.58664
2031,7.66421,2.25165,-2.467
2040,7.61875,2.05783,-2.39522
2051,7.85564,1.91187,-2.12722
2060,7.9011,1.97647,-2.12961
2071,8.02553,2.18704,-2.14397
2080,8.23131,2.02194,-2.56511
2091,8.58306,2.12961,-2.62971
2101,8.7027,2.16072,-2.22293
2111,8.67877,2.32822,-2.08654
2120,8.60698,2.59621,-2.00519
2131,8.84148,2.6991,-1.95733
2140,8.99223,2.79482,-1.7994
2152,8.84148,2.51007,-1.60798
2160,8.66441,2.48375,-1.85204
2172,8.81277,2.34018,-1.92622
2180,8.93001,2.26361,-2.11047
2192,9.15972,2.33779,-2.14875
2200,9.43011,2.23729,-1.93819
2211,9.26979,2.09133,-2.04108
2220,9.20758,2.0339,-1.98126
2231,9.2363,1.96211,-2.03629
2240,9.1358,1.66062,-2.06261
2251,9.04248,1.45484,-2.03629
2262,9.12862,1.48355,-2.11286
2271,9.2363,1.44766,-2.15354
2280,9.20758,1.49791,-2.05783
2291,9.14537,1.39262,-1.98365
2300,9.14537,1.37109,-2.20379
2312,9.26501,1.15573,-2.15115
2320,9.36072,0.911665,-2.22054
2331,9.2004,0.736989,-2.17508
2340,9.09512,0.758525,-2.03868
2352,9.08315,0.81356,-2.36411
2360,9.31526,0.835095,-2.55075
2372,9.49711,0.545564,-2.47896
2381,9.6024,0.447458,-2.44307
2391,9.6,0.488136,-2.48614
2400,9.55693,0.227318,-2.21815
2411,9.32962,0.00478565,-2.2684
2420,9.36551,-0.284746,-2.21097
2432,9.61915,-0.59342,-2.2684
2440,9.6335,-0.746561,-2.31147
2452,9.61915,-0.689133,-2.22772
2460,9.6694,-0.507278,-2.22772
2472,9.76272,-0.445065,-1.92383
2481,9.76032,-0.485743,-1.90947
2492,9.74357,-0.595813,-1.87597
2500,9.78425,-0.866202,-1.81137
2512,9.74836,-0.710668,-1.96929
2521,9.73161,-0.684347,-1.73001
2532,9.44686,-0.734596,-1.64148
2541,9.46361,-0.844666,-1.62951
2552,9.54497,-1.00499,-1.60558
2561,9.61915,-0.945165,-1.82333
2572,9.70529,-0.887737,-1.75872
2581,9.734,-0.878166,-1.6343
2592,9.7675,-0.655633,-1.67976
2601,9.74597,-0.605384,-1.5003
2612,9.70768,-0.581456,-1.62473
2621,9.85364,-0.411566,-1.51466
2632,9.88236,-0.394816,-1.28973
2641,9.7005,-0.354138,-1.5003
2652,9.61915,-0.468993,-1.25623
2661,9.65265,-0.509671,-1.3352
2672,9.55933,-0.454636,-1.50509
2681,9.69811,-0.272782,-1.47398
2692,9.73639,-0.105284,-1.59841
2701,9.68854,-0.0693919,-1.52662
2712,9.71007,0.00957129,-1.40698
2721,9.71247,0.0287139,-1.28973
2732,9.76272,0.00239282,-1.28255
2741,9.55933,0.081356,-1.19641
2752,9.58086,0.212961,-1.30648
2761,9.65504,0.22014,-1.3352
2773,9.65743,0.145962,-1.30887
2781,9.82254,0.234497,-1.31366
2792,10.0451,0.205783,-1.44287
2801,10.1049,0.291924,-1.72044
2812,9.98764,0.425922,-1.50269
2821,9.77707,0.418744,-1.56491
2832,9.65504,0.433101,-1.37109
2841,9.64307,0.356531,-1.39502
2852,9.73161,0.413958,-1.42852
2861,9.77229,0.569492,-1.41655
2872,9.81775,0.600598,-1.36152
2881,9.88475,0.59342,-1.37827
2892,9.81536,0.425922,-1.32084
2901,9.76272,0.315853,-1.32802
2912,9.70529,0.392423,-1.48116
2921,9.69333,0.579063,-1.49791
2932,9.69572,0.51685,-1.37827
2941,9.65504,0.433101,-1.53141
2953,9.65983,0.361316,-1.57926
2961,9.65504,0.394816,-1.6343
2973,9.70768,0.413958,-1.56012
2981,9.68375,0.354138,-1.55773
2992,9.71965,0.394816,-1.41177
3001,9.68136,0.397209,-1.22273
3012,9.76989,0.504886,-1.24905
3021,9.74118,0.495314,-1.46441
3032,9.77229,0.595813,-1.48355
3041,9.83929,0.509671,-1.43809
3052,9.79622,0.48335,-1.38066
3061,9.73161,0.562313,-1.27777
3072,9.71247,0.581456,-1.36391
3081,9.71007,0.667598,-1.40219
3092,9.83211,0.739382,-1.62473
3101,9.83689,0.753739,-1.51466
3112,9.71247,0.768096,-1.51466
3122,9.65265,0.734596,-1.39023
3133,9.58804,0.79681,-1.45244
3141,9.60718,0.839881,-1.41894
3153,9.61675,0.753739,-1.42134
3161,9.56651,0.713061,-1.55294
3173,9.63829,0.646062,-1.48594
3181,9.71247,0.708275,-1.55533
3194,9.71247,0.736989,-1.49312
3201,9.75315,0.806381,-1.41416
3212,9.7029,0.81356,-1.52184
3222,9.78186,0.770489,-1.55055
3232,9.69572,0.753739,-1.5338
3241,9.59522,0.744168,-1.60558
3252,9.66222,0.729811,-1.60558
3261,9.76511,0.648455,-1.58405
3273,9.81775,0.696311,-1.68694
3281,9.85125,0.777667,-1.59123
3293,9.76989,0.81356,-1.55533
3301,9.7005,0.777667,-1.41177
3313,9.5689,0.677169,-1.45484
3321,9.65504,0.641276,-1.42852
3333,9.71725,0.708275,-1.52662
3342,9.82014,0.717847,-1.45484
3353,9.801,0.705883,-1.55055
3362,9.71247,0.689133,-1.59601
3373,9.69572,0.569492,-1.60319
3382,9.64547,0.557528,-1.45723
3393,9.62154,0.480957,-1.37827
3402,9.71486,0.624527,-1.45244
3413,9.79861,0.665205,-1.44766
3422,9.82254,0.619741,-1.42852
3433,9.77947,0.538385,-1.40698
3442,9.75793,0.437887,-1.39741
3453,9.72922,0.368495,-1.48355
3462,9.77707,0.42353,-1.45244
3473,9.79382,0.504886,-1.42852
3482,9.73879,0.449851,-1.45244
3493,9.77229,0.40678,-1.41655
3502,9.76511,0.334995,-1.54098
3513,9.73161,0.521635,-1.6008
3522,9.76989,0.602991,-1.52184
3533,9.76511,0.555135,-1.53141
3542,9.73639,0.452243,-1.47876
3553,9.75075,0.356531,-1.43091
3562,9.74597,0.380459,-1.48355
3573,9.667,0.464208,-1.42852
3582,9.79861,0.4666,-1.46919
3593,9.73639,0.457029,-1.44766
3602,9.75075,0.488136,-1.50987
3613,9.77468,0.468993,-1.43569
3622,9.75315,0.457029,-1.37587
3633,9.78904,0.421137,-1.51226
3642,9.69811,0.344566,-1.47398
3653,9.71725,0.26321,-1.50509
3662,9.71007,0.361316,-1.5673
3673,9.78904,0.325424,-1.54576
3682,9.75075,0.323031,-1.4668
3693,9.73639,0.308674,-1.37827
3702,9.68136,0.275175,-1.33759
